recency,history_segment,history,mens,womens,zip_code,newbie,channel,segment,visit,conversion,spend
12,5) $500 - $750,516.89,1,0,Urban,1,Web,Womens E-Mail,0,0,0
11,1) $0 - $100,67.1,0,1,Urban,1,Phone,Womens E-Mail,0,0,0
11,1) $0 - $100,90,0,1,Surburban,1,Phone,No E-Mail,0,0,0
2,2) $100 - $200,165.48,0,1,Surburban,1,Web,Mens E-Mail,0,0,0
4,2) $100 - $200,182.7,1,0,Surburban,0,Web,Womens E-Mail,0,0,0
12,1) $0 - $100,78.13,0,1,Urban,1,Phone,Womens E-Mail,0,0,0
12,1) $0 - $100,95.06,0,1,Surburban,1,Web,No E-Mail,0,0,0
3,4) $350 - $500,470.05,0,1,Surburban,0,Multichannel,Womens E-Mail,0,0,0
10,5) $500 - $750,501.52,0,1,Rural,1,Web,Womens E-Mail,0,0,0
9,2) $100 - $200,159.98,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0
1,5) $500 - $750,683.62,1,1,Urban,1,Multichannel,No E-Mail,0,0,0
2,2) $100 - $200,142.41,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0
2,4) $350 - $500,405.32,1,1,Urban,1,Web,Mens E-Mail,0,0,0
1,5) $500 - $750,725.47,1,1,Surburban,1,Web,No E-Mail,1,0,0
8,4) $350 - $500,423.64,1,1,Surburban,0,Phone,No E-Mail,0,0,0
1,5) $500 - $750,515.27,1,1,Urban,1,Multichannel,No E-Mail,0,0,0
6,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0
5,1) $0 - $100,37.61,1,0,Urban,1,Web,No E-Mail,0,0,0
1,1) $0 - $100,61.61,0,1,Urban,0,Web,Mens E-Mail,0,0,0
10,1) $0 - $100,29.99,1,0,Surburban,1,Web,No E-Mail,0,0,0
11,4) $350 - $500,439.13,1,1,Surburban,0,Web,Mens E-Mail,0,0,0
1,2) $100 - $200,124.91,1,0,Surburban,1,Web,No E-Mail,0,0,0
4,5) $500 - $750,696.76,1,1,Urban,1,Web,Mens E-Mail,0,0,0
1,4) $350 - $500,445.38,1,0,Surburban,0,Multichannel,Mens E-Mail,0,0,0
6,4) $350 - $500,427.25,0,1,Urban,1,Web,No E-Mail,0,0,0
2,4) $350 - $500,489.11,0,1,Surburban,0,Phone,No E-Mail,1,0,0
9,1) $0 - $100,73.74,0,1,Rural,1,Web,No E-Mail,0,0,0
9,"7) $1,000 +",1380.72,1,1,Surburban,1,Multichannel,No E-Mail,0,0,0
9,5) $500 - $750,601.46,1,1,Urban,1,Web,Mens E-Mail,0,0,0
3,1) $0 - $100,33.18,0,1,Urban,0,Phone,Womens E-Mail,0,0,0
10,1) $0 - $100,99.61,0,1,Surburban,0,Web,No E-Mail,0,0,0
10,1) $0 - $100,83.32,0,1,Surburban,1,Web,Womens E-Mail,0,0,0
10,1) $0 - $100,29.99,0,1,Rural,0,Web,No E-Mail,0,0,0
10,2) $100 - $200,188.52,1,0,Urban,0,Web,No E-Mail,0,0,0
11,3) $200 - $350,309.18,1,1,Urban,0,Web,Mens E-Mail,0,0,0
12,2) $100 - $200,131.71,0,1,Urban,0,Phone,Mens E-Mail,0,0,0
12,2) $100 - $200,122.52,0,1,Urban,0,Phone,No E-Mail,0,0,0
10,3) $200 - $350,316.74,1,1,Urban,0,Phone,No E-Mail,0,0,0
2,1) $0 - $100,55.53,1,0,Surburban,1,Phone,No E-Mail,0,0,0
6,3) $200 - $350,284.4,1,1,Surburban,0,Phone,Womens E-Mail,0,0,0
9,2) $100 - $200,135.81,1,0,Rural,1,Web,Mens E-Mail,1,0,0
8,3) $200 - $350,344.75,0,1,Urban,0,Web,No E-Mail,0,0,0
5,1) $0 - $100,53.7,0,1,Urban,0,Web,Womens E-Mail,0,0,0
2,3) $200 - $350,211.91,0,1,Urban,0,Phone,Mens E-Mail,0,0,0
7,4) $350 - $500,396.72,0,1,Urban,0,Web,Womens E-Mail,0,0,0
4,3) $200 - $350,340.64,0,1,Surburban,0,Web,Mens E-Mail,1,0,0
6,3) $200 - $350,274.9,0,1,Surburban,1,Multichannel,No E-Mail,0,0,0
1,5) $500 - $750,521.41,1,0,Urban,1,Phone,Mens E-Mail,0,0,0
4,3) $200 - $350,227.85,1,1,Surburban,1,Web,No E-Mail,0,0,0
1,4) $350 - $500,364.95,1,0,Urban,0,Phone,Mens E-Mail,0,0,0
6,3) $200 - $350,348.43,1,1,Surburban,0,Phone,Womens E-Mail,1,0,0
1,3) $200 - $350,221.14,1,0,Urban,0,Web,Mens E-Mail,1,0,0
7,1) $0 - $100,60.68,0,1,Urban,0,Phone,Womens E-Mail,0,0,0
8,1) $0 - $100,29.99,0,1,Rural,0,Web,No E-Mail,1,0,0
2,3) $200 - $350,292.76,0,1,Urban,0,Phone,Womens E-Mail,0,0,0
10,1) $0 - $100,42.07,1,0,Urban,0,Web,Mens E-Mail,0,0,0
1,5) $500 - $750,542.37,1,1,Rural,1,Multichannel,No E-Mail,1,0,0
1,2) $100 - $200,114.04,0,1,Urban,1,Web,Mens E-Mail,0,0,0
9,1) $0 - $100,85.14,1,0,Rural,1,Phone,Womens E-Mail,0,0,0
5,1) $0 - $100,29.99,1,0,Urban,0,Web,No E-Mail,1,0,0
4,5) $500 - $750,614.41,1,0,Urban,1,Multichannel,No E-Mail,0,0,0
9,1) $0 - $100,50.84,1,0,Urban,0,Web,No E-Mail,0,0,0
11,5) $500 - $750,541.17,1,0,Surburban,1,Web,Womens E-Mail,0,0,0
1,1) $0 - $100,29.99,1,0,Surburban,0,Phone,No E-Mail,0,0,0
2,1) $0 - $100,53.16,0,1,Urban,1,Phone,No E-Mail,0,0,0
2,2) $100 - $200,180.99,0,1,Urban,0,Web,Mens E-Mail,0,0,0
6,1) $0 - $100,45.29,1,0,Urban,1,Web,Womens E-Mail,0,0,0
4,2) $100 - $200,154.21,1,0,Surburban,0,Web,Womens E-Mail,0,0,0
9,1) $0 - $100,52.33,0,1,Urban,1,Phone,Mens E-Mail,0,0,0
2,"6) $750 - $1,000",801.56,0,1,Urban,1,Web,Mens E-Mail,0,0,0
10,4) $350 - $500,386.78,0,1,Urban,0,Web,Womens E-Mail,0,0,0
10,2) $100 - $200,178.84,1,0,Urban,0,Phone,No E-Mail,0,0,0
10,"7) $1,000 +",1117.16,1,1,Surburban,1,Multichannel,Mens E-Mail,1,0,0
9,2) $100 - $200,133.3,1,0,Surburban,1,Phone,No E-Mail,0,0,0
11,3) $200 - $350,269.56,0,1,Rural,0,Web,Womens E-Mail,0,0,0
1,"6) $750 - $1,000",752.46,1,0,Urban,1,Multichannel,Mens E-Mail,0,0,0
9,3) $200 - $350,321.9,1,1,Rural,0,Web,Womens E-Mail,0,0,0
5,3) $200 - $350,298.67,1,1,Rural,1,Phone,Womens E-Mail,0,0,0
2,1) $0 - $100,99.43,0,1,Surburban,1,Web,Mens E-Mail,0,0,0
3,3) $200 - $350,274.35,1,1,Surburban,1,Web,No E-Mail,0,0,0
11,1) $0 - $100,65.53,1,0,Urban,1,Web,Mens E-Mail,0,0,0
9,3) $200 - $350,323.42,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0
1,"6) $750 - $1,000",936.72,1,0,Urban,1,Phone,Mens E-Mail,0,0,0
2,1) $0 - $100,29.99,1,0,Rural,1,Phone,Mens E-Mail,0,0,0
9,2) $100 - $200,146.06,0,1,Urban,0,Web,No E-Mail,0,0,0
11,2) $100 - $200,164.88,1,0,Surburban,0,Web,Womens E-Mail,0,0,0
5,1) $0 - $100,47.03,1,0,Rural,0,Web,Womens E-Mail,0,0,0
10,4) $350 - $500,408.91,0,1,Urban,0,Web,Mens E-Mail,0,0,0
5,3) $200 - $350,231.3,0,1,Urban,0,Phone,Womens E-Mail,0,0,0
12,2) $100 - $200,199.02,1,0,Urban,1,Phone,No E-Mail,0,0,0
4,2) $100 - $200,190.5,1,0,Urban,0,Web,Womens E-Mail,0,0,0
11,1) $0 - $100,29.99,1,0,Surburban,1,Phone,Womens E-Mail,0,0,0
2,2) $100 - $200,103.06,1,0,Surburban,0,Web,Womens E-Mail,0,0,0
3,3) $200 - $350,218.58,0,1,Rural,1,Multichannel,Womens E-Mail,1,0,0
8,3) $200 - $350,203.32,1,1,Surburban,0,Phone,Womens E-Mail,0,0,0
3,1) $0 - $100,37.88,0,1,Urban,1,Phone,No E-Mail,0,0,0
8,1) $0 - $100,29.99,0,1,Surburban,1,Web,No E-Mail,0,0,0
11,3) $200 - $350,247.31,1,1,Urban,1,Web,Mens E-Mail,1,0,0
12,2) $100 - $200,135.59,1,0,Surburban,0,Phone,Womens E-Mail,0,0,0
8,"6) $750 - $1,000",843.91,1,1,Urban,1,Phone,Womens E-Mail,0,0,0
1,1) $0 - $100,48.1,0,1,Urban,0,Web,Womens E-Mail,1,0,0
10,1) $0 - $100,38.71,1,0,Surburban,1,Web,Womens E-Mail,0,0,0
7,2) $100 - $200,134.99,1,0,Urban,1,Phone,No E-Mail,0,0,0
9,3) $200 - $350,348.8,1,0,Rural,0,Web,Mens E-Mail,0,0,0
1,1) $0 - $100,39.87,1,0,Rural,1,Phone,Mens E-Mail,0,0,0
7,2) $100 - $200,109.2,0,1,Urban,1,Web,Mens E-Mail,0,0,0
2,1) $0 - $100,29.99,1,0,Surburban,0,Web,No E-Mail,0,0,0
4,1) $0 - $100,47.47,0,1,Surburban,1,Phone,No E-Mail,0,0,0
2,1) $0 - $100,32.79,1,0,Urban,0,Web,Womens E-Mail,1,0,0
11,2) $100 - $200,148.26,1,0,Urban,0,Phone,No E-Mail,0,0,0
2,2) $100 - $200,180.29,0,1,Surburban,1,Web,No E-Mail,0,0,0
1,"7) $1,000 +",1198.46,1,0,Surburban,1,Multichannel,No E-Mail,0,0,0
5,1) $0 - $100,66.38,1,0,Surburban,0,Phone,Womens E-Mail,0,0,0
9,2) $100 - $200,171.78,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0
10,3) $200 - $350,304.31,0,1,Urban,0,Phone,Mens E-Mail,1,0,0
2,1) $0 - $100,95,1,0,Rural,1,Phone,No E-Mail,0,0,0
12,3) $200 - $350,330.95,0,1,Rural,0,Phone,No E-Mail,1,0,0
4,3) $200 - $350,340.03,0,1,Urban,1,Phone,Mens E-Mail,0,0,0
4,2) $100 - $200,179.55,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0
12,3) $200 - $350,239,1,1,Surburban,1,Web,Womens E-Mail,0,0,0
4,2) $100 - $200,121.69,0,1,Rural,0,Phone,Mens E-Mail,0,0,0
10,2) $100 - $200,124.8,1,0,Rural,0,Web,Mens E-Mail,0,0,0
11,1) $0 - $100,97.18,0,1,Urban,1,Phone,Mens E-Mail,0,0,0
8,1) $0 - $100,95.96,1,0,Surburban,0,Web,Womens E-Mail,0,0,0
4,"6) $750 - $1,000",825.65,1,1,Surburban,1,Web,Womens E-Mail,1,0,0
7,1) $0 - $100,29.99,0,1,Urban,0,Phone,No E-Mail,0,0,0
8,1) $0 - $100,49.59,1,0,Surburban,0,Phone,No E-Mail,0,0,0
12,2) $100 - $200,120.67,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0
9,1) $0 - $100,51.19,0,1,Rural,0,Phone,Womens E-Mail,0,0,0
9,1) $0 - $100,75,1,0,Surburban,1,Phone,Womens E-Mail,0,0,0
10,1) $0 - $100,46.09,1,0,Urban,1,Phone,Womens E-Mail,0,0,0
1,"6) $750 - $1,000",933.99,1,0,Surburban,1,Multichannel,Mens E-Mail,0,0,0
4,4) $350 - $500,469.47,1,0,Surburban,0,Multichannel,No E-Mail,0,0,0
2,1) $0 - $100,36.43,0,1,Urban,1,Web,No E-Mail,0,0,0
9,3) $200 - $350,208.81,0,1,Surburban,1,Web,No E-Mail,0,0,0
3,1) $0 - $100,62.36,0,1,Surburban,1,Web,No E-Mail,0,0,0
11,5) $500 - $750,600.6,1,1,Surburban,1,Web,Womens E-Mail,0,0,0
2,2) $100 - $200,172.73,0,1,Urban,1,Phone,No E-Mail,0,0,0
9,2) $100 - $200,136.73,1,0,Urban,0,Phone,No E-Mail,0,0,0
10,3) $200 - $350,207.34,0,1,Surburban,1,Multichannel,Mens E-Mail,0,0,0
12,3) $200 - $350,215.7,1,0,Rural,0,Multichannel,No E-Mail,0,0,0
11,2) $100 - $200,171.25,0,1,Urban,1,Phone,Mens E-Mail,0,0,0
7,2) $100 - $200,104.98,0,1,Surburban,1,Web,Mens E-Mail,0,0,0
9,1) $0 - $100,34.64,1,0,Surburban,0,Web,Mens E-Mail,1,0,0
9,2) $100 - $200,112.44,0,1,Rural,0,Web,No E-Mail,0,0,0
3,2) $100 - $200,128.11,0,1,Surburban,0,Web,Mens E-Mail,0,0,0
1,2) $100 - $200,191.14,0,1,Surburban,1,Web,Mens E-Mail,0,0,0
2,4) $350 - $500,443.26,1,0,Urban,1,Web,No E-Mail,0,0,0
1,2) $100 - $200,131.19,1,0,Urban,1,Web,Womens E-Mail,0,0,0
3,2) $100 - $200,198.89,1,0,Rural,0,Phone,Mens E-Mail,0,0,0
2,2) $100 - $200,199.5,0,1,Urban,1,Web,Mens E-Mail,1,0,0
6,2) $100 - $200,134.59,1,0,Surburban,0,Phone,Womens E-Mail,0,0,0
3,2) $100 - $200,167.13,0,1,Surburban,0,Phone,Mens E-Mail,1,0,0
3,4) $350 - $500,447.29,0,1,Urban,0,Multichannel,Womens E-Mail,0,0,0
2,2) $100 - $200,195.34,1,0,Urban,1,Web,Womens E-Mail,0,0,0
5,3) $200 - $350,254.22,1,0,Surburban,0,Web,No E-Mail,0,0,0
6,2) $100 - $200,106.26,0,1,Urban,1,Phone,Womens E-Mail,0,0,0
1,3) $200 - $350,278.31,1,0,Rural,0,Web,No E-Mail,0,0,0
5,1) $0 - $100,51.16,1,0,Surburban,0,Web,Womens E-Mail,0,0,0
3,5) $500 - $750,526.7,1,0,Urban,1,Web,No E-Mail,0,0,0
10,3) $200 - $350,349.91,0,1,Surburban,0,Web,Womens E-Mail,0,0,0
12,2) $100 - $200,117.16,0,1,Surburban,0,Phone,No E-Mail,0,0,0
1,4) $350 - $500,351.01,0,1,Rural,0,Phone,Mens E-Mail,0,0,0
8,2) $100 - $200,196.37,1,0,Urban,0,Web,Womens E-Mail,0,0,0
10,4) $350 - $500,370.38,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0
3,3) $200 - $350,301.53,0,1,Rural,0,Web,Womens E-Mail,1,0,0
9,1) $0 - $100,62.95,1,0,Rural,0,Web,No E-Mail,0,0,0
10,2) $100 - $200,136.66,1,0,Surburban,0,Web,Womens E-Mail,0,0,0
1,2) $100 - $200,125.9,1,0,Urban,1,Web,Mens E-Mail,0,0,0
3,"6) $750 - $1,000",931.55,0,1,Urban,1,Phone,Womens E-Mail,0,0,0
1,3) $200 - $350,287.41,1,0,Urban,0,Phone,No E-Mail,0,0,0
1,2) $100 - $200,122.91,1,0,Rural,1,Phone,Mens E-Mail,1,0,0
12,1) $0 - $100,75,1,0,Surburban,1,Web,Mens E-Mail,0,0,0
3,1) $0 - $100,51.11,0,1,Surburban,1,Phone,No E-Mail,0,0,0
6,5) $500 - $750,568.77,1,0,Surburban,1,Phone,No E-Mail,0,0,0
8,4) $350 - $500,396.26,1,0,Urban,0,Phone,Womens E-Mail,1,0,0
1,2) $100 - $200,147.27,0,1,Urban,0,Web,Womens E-Mail,1,0,0
9,1) $0 - $100,29.99,1,0,Surburban,0,Phone,Womens E-Mail,0,0,0
11,1) $0 - $100,29.99,1,0,Surburban,1,Web,No E-Mail,0,0,0
6,2) $100 - $200,103.32,0,1,Rural,0,Phone,Mens E-Mail,0,0,0
1,4) $350 - $500,489.97,0,1,Surburban,0,Multichannel,Mens E-Mail,0,0,0
7,3) $200 - $350,254.07,0,1,Urban,1,Phone,Womens E-Mail,0,0,0
3,2) $100 - $200,161.75,0,1,Urban,0,Phone,Mens E-Mail,0,0,0
3,"6) $750 - $1,000",935.05,1,1,Urban,1,Multichannel,No E-Mail,0,0,0
6,3) $200 - $350,305.68,0,1,Urban,0,Web,Womens E-Mail,1,0,0
3,3) $200 - $350,325.18,1,0,Urban,0,Web,No E-Mail,0,0,0
10,3) $200 - $350,212.53,0,1,Rural,0,Multichannel,Womens E-Mail,0,0,0
5,2) $100 - $200,150.44,1,0,Urban,1,Web,Womens E-Mail,0,0,0
10,1) $0 - $100,34.08,1,0,Rural,0,Web,No E-Mail,0,0,0
10,2) $100 - $200,193.81,0,1,Surburban,1,Web,Womens E-Mail,0,0,0
6,3) $200 - $350,229.41,1,0,Surburban,0,Multichannel,Mens E-Mail,0,0,0
4,1) $0 - $100,73.72,1,0,Surburban,1,Web,Mens E-Mail,0,0,0
4,4) $350 - $500,428.61,1,1,Urban,0,Web,Mens E-Mail,0,0,0
5,2) $100 - $200,146.68,1,0,Surburban,0,Web,Mens E-Mail,0,0,0
3,1) $0 - $100,44.62,0,1,Surburban,0,Web,Womens E-Mail,0,0,0
3,2) $100 - $200,185.96,0,1,Urban,1,Web,No E-Mail,0,0,0
1,4) $350 - $500,421.05,0,1,Urban,0,Phone,Womens E-Mail,0,0,0
5,3) $200 - $350,329.18,0,1,Urban,0,Phone,Mens E-Mail,0,0,0
6,2) $100 - $200,178.36,1,0,Surburban,0,Web,Womens E-Mail,0,0,0
3,2) $100 - $200,185.22,1,0,Surburban,0,Phone,Womens E-Mail,0,0,0
11,1) $0 - $100,29.99,1,0,Urban,0,Phone,No E-Mail,0,0,0
2,4) $350 - $500,434.09,0,1,Surburban,0,Phone,Womens E-Mail,1,0,0
6,2) $100 - $200,170.45,0,1,Urban,0,Phone,No E-Mail,0,0,0
10,2) $100 - $200,139.33,0,1,Surburban,0,Phone,No E-Mail,0,0,0
5,1) $0 - $100,51.48,0,1,Urban,1,Web,Womens E-Mail,0,0,0
3,1) $0 - $100,53.88,1,0,Surburban,0,Phone,Mens E-Mail,1,0,0
2,1) $0 - $100,75.15,0,1,Surburban,0,Web,Womens E-Mail,1,0,0
4,1) $0 - $100,40.53,0,1,Urban,1,Web,No E-Mail,0,0,0
9,3) $200 - $350,219.64,1,0,Surburban,0,Web,Womens E-Mail,0,0,0
4,2) $100 - $200,119.55,1,0,Surburban,1,Web,No E-Mail,1,0,0
8,2) $100 - $200,126.03,0,1,Surburban,1,Phone,No E-Mail,0,0,0
9,3) $200 - $350,344.74,0,1,Rural,1,Phone,Womens E-Mail,0,0,0
1,3) $200 - $350,318.62,1,1,Urban,1,Phone,Mens E-Mail,0,0,0
6,2) $100 - $200,166.09,1,0,Urban,0,Web,No E-Mail,0,0,0
1,1) $0 - $100,96.92,1,0,Urban,0,Phone,No E-Mail,0,0,0
10,2) $100 - $200,158.52,0,1,Surburban,1,Web,Mens E-Mail,1,0,0
3,1) $0 - $100,59.91,1,0,Urban,0,Phone,No E-Mail,0,0,0
1,3) $200 - $350,255.66,1,1,Urban,1,Web,No E-Mail,0,0,0
10,4) $350 - $500,387.77,1,1,Rural,0,Multichannel,No E-Mail,0,0,0
2,2) $100 - $200,181.21,1,0,Surburban,0,Phone,No E-Mail,0,0,0
7,1) $0 - $100,86.25,1,0,Rural,0,Phone,No E-Mail,0,0,0
2,"6) $750 - $1,000",773.32,1,1,Rural,1,Web,No E-Mail,0,0,0
1,"7) $1,000 +",1089.03,1,1,Rural,1,Phone,Womens E-Mail,1,0,0
2,"7) $1,000 +",1464.7,0,1,Rural,1,Multichannel,Mens E-Mail,0,0,0
10,1) $0 - $100,31.52,0,1,Urban,0,Phone,No E-Mail,0,0,0
1,5) $500 - $750,663.7,0,1,Surburban,1,Web,Womens E-Mail,0,0,0
7,1) $0 - $100,31.61,1,0,Urban,1,Phone,Mens E-Mail,0,0,0
10,1) $0 - $100,29.99,1,0,Urban,1,Phone,Mens E-Mail,0,0,0
10,3) $200 - $350,251.44,0,1,Surburban,0,Multichannel,No E-Mail,0,0,0
2,"7) $1,000 +",1090.48,1,1,Urban,1,Multichannel,No E-Mail,0,0,0
2,3) $200 - $350,228.85,1,0,Urban,0,Multichannel,Mens E-Mail,0,0,0
12,1) $0 - $100,52.04,1,0,Urban,1,Web,Mens E-Mail,0,0,0
7,1) $0 - $100,68.95,0,1,Surburban,1,Web,Womens E-Mail,0,0,0
10,2) $100 - $200,100.88,1,0,Surburban,1,Web,Womens E-Mail,0,0,0
5,3) $200 - $350,311.01,0,1,Urban,0,Phone,Mens E-Mail,1,0,0
7,1) $0 - $100,33.56,0,1,Urban,1,Web,No E-Mail,0,0,0
11,1) $0 - $100,29.99,1,0,Surburban,0,Phone,Womens E-Mail,0,0,0
4,3) $200 - $350,246.71,1,0,Urban,1,Web,Womens E-Mail,1,0,0
3,4) $350 - $500,394.92,0,1,Rural,0,Phone,Womens E-Mail,0,0,0
6,2) $100 - $200,138.08,0,1,Rural,1,Web,No E-Mail,0,0,0
8,2) $100 - $200,130.79,1,0,Surburban,1,Web,Mens E-Mail,0,0,0
9,3) $200 - $350,202.9,0,1,Urban,0,Phone,No E-Mail,0,0,0
2,2) $100 - $200,173.79,1,0,Surburban,1,Web,No E-Mail,0,0,0
9,2) $100 - $200,136.92,0,1,Urban,1,Phone,No E-Mail,0,0,0
5,1) $0 - $100,87.23,1,0,Urban,0,Web,No E-Mail,0,0,0
6,1) $0 - $100,29.99,0,1,Surburban,0,Web,Mens E-Mail,0,0,0
1,"7) $1,000 +",1273.1,1,0,Urban,1,Web,Mens E-Mail,0,0,0
9,1) $0 - $100,90.24,1,0,Surburban,1,Web,No E-Mail,0,0,0
6,4) $350 - $500,469.85,1,0,Urban,1,Phone,No E-Mail,0,0,0
1,1) $0 - $100,29.99,0,1,Urban,1,Phone,Womens E-Mail,0,0,0
1,3) $200 - $350,274.93,1,1,Urban,0,Multichannel,Womens E-Mail,1,0,0
9,4) $350 - $500,464.5,0,1,Surburban,0,Web,Mens E-Mail,0,0,0
1,"7) $1,000 +",1589.14,1,0,Rural,1,Web,Mens E-Mail,0,0,0
7,2) $100 - $200,134.21,1,0,Rural,0,Phone,No E-Mail,0,0,0
5,1) $0 - $100,64.6,1,0,Urban,1,Phone,No E-Mail,0,0,0
3,2) $100 - $200,138.39,0,1,Rural,0,Phone,No E-Mail,0,0,0
9,2) $100 - $200,141.62,0,1,Urban,0,Web,Womens E-Mail,0,0,0
6,2) $100 - $200,197.17,1,0,Urban,0,Phone,No E-Mail,0,0,0
9,1) $0 - $100,97.25,0,1,Rural,1,Web,Mens E-Mail,0,0,0
3,1) $0 - $100,48.65,1,0,Rural,0,Web,No E-Mail,0,0,0
3,3) $200 - $350,247.43,0,1,Surburban,1,Web,Womens E-Mail,1,0,0
10,3) $200 - $350,216.74,1,0,Surburban,0,Web,No E-Mail,1,0,0
2,1) $0 - $100,36.89,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0
2,1) $0 - $100,89.14,1,0,Urban,1,Phone,Womens E-Mail,1,0,0
2,"7) $1,000 +",1840.85,1,1,Surburban,1,Multichannel,No E-Mail,1,0,0
11,2) $100 - $200,101.88,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0
7,2) $100 - $200,152.98,1,0,Surburban,0,Web,Mens E-Mail,0,0,0
3,3) $200 - $350,212.83,1,1,Surburban,1,Phone,No E-Mail,0,0,0
10,1) $0 - $100,78.37,1,0,Rural,1,Phone,No E-Mail,0,0,0
4,1) $0 - $100,91.6,1,0,Urban,0,Web,Womens E-Mail,0,0,0
2,2) $100 - $200,149.2,0,1,Surburban,0,Web,Womens E-Mail,1,0,0
1,1) $0 - $100,39.81,0,1,Surburban,0,Web,No E-Mail,1,0,0
2,5) $500 - $750,687.74,1,0,Surburban,1,Multichannel,Mens E-Mail,0,0,0
9,4) $350 - $500,491.91,1,0,Surburban,0,Web,No E-Mail,0,0,0
10,3) $200 - $350,282.69,1,1,Surburban,0,Multichannel,No E-Mail,0,0,0
6,2) $100 - $200,122.02,1,0,Urban,1,Phone,No E-Mail,0,0,0
1,2) $100 - $200,199.86,1,0,Surburban,1,Phone,No E-Mail,0,0,0
1,2) $100 - $200,120.41,1,0,Urban,1,Phone,No E-Mail,1,0,0
12,1) $0 - $100,29.99,0,1,Surburban,0,Web,Mens E-Mail,0,0,0
7,3) $200 - $350,319.12,0,1,Rural,1,Phone,Mens E-Mail,0,0,0
1,3) $200 - $350,276.58,1,0,Surburban,1,Multichannel,Womens E-Mail,0,0,0
5,3) $200 - $350,323.49,0,1,Surburban,0,Web,Mens E-Mail,0,0,0
5,1) $0 - $100,81.54,1,0,Urban,1,Web,No E-Mail,0,0,0
7,1) $0 - $100,63.28,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0
1,4) $350 - $500,498.65,1,0,Urban,0,Multichannel,No E-Mail,0,0,0
2,4) $350 - $500,471.91,0,1,Surburban,0,Multichannel,No E-Mail,0,0,0
6,3) $200 - $350,209.47,0,1,Urban,1,Multichannel,Mens E-Mail,0,0,0
9,3) $200 - $350,295.4,1,0,Urban,1,Multichannel,Mens E-Mail,0,0,0
10,3) $200 - $350,323.42,0,1,Urban,0,Web,Womens E-Mail,0,0,0
8,1) $0 - $100,96.1,1,0,Surburban,1,Phone,Womens E-Mail,0,0,0
1,3) $200 - $350,261.72,1,0,Urban,1,Phone,Womens E-Mail,0,0,0
9,1) $0 - $100,95.5,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0
8,1) $0 - $100,83.88,0,1,Rural,1,Web,Womens E-Mail,0,0,0
3,2) $100 - $200,111.59,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0
2,1) $0 - $100,29.99,1,0,Rural,1,Web,Mens E-Mail,0,0,0
7,5) $500 - $750,515.14,1,0,Urban,1,Phone,Mens E-Mail,0,0,0
10,1) $0 - $100,62.2,1,0,Urban,1,Phone,No E-Mail,0,0,0
10,1) $0 - $100,39.76,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0
7,5) $500 - $750,553.05,0,1,Rural,1,Phone,No E-Mail,0,0,0
9,1) $0 - $100,76.88,1,0,Urban,0,Phone,Womens E-Mail,0,0,0
6,2) $100 - $200,197.24,1,0,Rural,0,Phone,No E-Mail,0,0,0
4,2) $100 - $200,121.43,1,0,Rural,0,Web,Womens E-Mail,0,0,0
10,1) $0 - $100,29.99,0,1,Surburban,1,Phone,Womens E-Mail,0,0,0
3,2) $100 - $200,144.39,0,1,Urban,1,Phone,Mens E-Mail,1,1,141.24
7,5) $500 - $750,522.63,0,1,Urban,1,Phone,No E-Mail,0,0,0
10,2) $100 - $200,187.33,0,1,Urban,0,Phone,Mens E-Mail,0,0,0
4,"6) $750 - $1,000",901.44,1,1,Urban,1,Multichannel,Mens E-Mail,1,0,0
10,1) $0 - $100,32.34,1,0,Surburban,1,Web,Mens E-Mail,0,0,0
11,3) $200 - $350,265.34,1,0,Surburban,0,Web,Womens E-Mail,0,0,0
9,"6) $750 - $1,000",941.57,1,0,Urban,1,Multichannel,No E-Mail,0,0,0
9,1) $0 - $100,32.8,0,1,Surburban,1,Phone,Womens E-Mail,0,0,0
2,1) $0 - $100,84.45,1,0,Urban,0,Web,Womens E-Mail,1,0,0
7,1) $0 - $100,35.66,0,1,Urban,0,Web,Womens E-Mail,0,0,0
5,4) $350 - $500,404.63,1,1,Surburban,0,Web,Mens E-Mail,0,0,0
1,2) $100 - $200,194.72,1,0,Rural,1,Web,No E-Mail,1,0,0
4,1) $0 - $100,29.99,0,1,Surburban,1,Web,No E-Mail,0,0,0
11,2) $100 - $200,156.59,0,1,Surburban,0,Web,Mens E-Mail,0,0,0
10,2) $100 - $200,165.41,1,0,Urban,0,Phone,No E-Mail,0,0,0
2,3) $200 - $350,323.45,0,1,Urban,0,Phone,Mens E-Mail,0,0,0
10,1) $0 - $100,88.3,0,1,Surburban,1,Web,Mens E-Mail,0,0,0
